,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
Primeiro quartil,#VALOR!,"148104,2625","15469324600622,7",134398564713171,"31407898,315","316,5","4326997088651,5","422519330312,75","114248,5",751957331276,"1840747148710,5",1721355200578,21,"259053863712,75","258961760402,25","4445677581672,25","1255054480621,75","75346471784,75","699225560250,5","670291281625,25","1599672,5","1599672,5",#VALOR!,"116206,23",0,#VALOR!
Terceiro quartil,#VALOR!,"148570,2375","15473445731721,3",134530807518703,"31438853,875","452,25",4327741215080,"422695370913,5",151763,752711413105,"1842332920471,5","1722538879348,75",38,"259375871604,75","259273896827,5","4446654014167,5",1255292609569,75540729163,699491629018,"670511073481,75",1784416,1784416,#VALOR!,"116641,0625",0,#VALOR!
Variância,#DIV/0!,"192514,047023333","9,8774075388721E+018","6,04619133454999E+021","329247780,560457","91768,4444444444","4,85617859313097E+017","1,50218951046456E+016","2638598541,28889","1,93423432683575E+017","1,67629479372572E+018","8,75621461394104E+017","84,6222222222222","8,55914564523779E+016","9,11688992402475E+016","4,46325700678776E+017","8,2239649802278E+016","2,39620507669552E+016","4,47420812442736E+016","7,56654544324071E+016","20690837559,2111","20690837559,2111",#DIV/0!,"193807,933245554",0,#DIV/0!
Desvio padrão,#DIV/0!,"438,76422714635","3142834316,16624","77757259047,3069","18145,1861539213","302,933069248711","696862869,80517","122563840,934615","51367,2905776515","439799309,553317","1294718036,37924","935746472,819483","9,19903376568552","292560175,77992","301941880,566853","668076118,925663","286774562,68344","154796804,769851","211523240,435356","275073543,679517","143843,100492207","143843,100492207",#DIV/0!,"440,236224367729",0,#DIV/0!
Curtose,#DIV/0!,"-0,347363284557828","-0,741131352347054","-1,57835274829901","-1,5805173611977","2,47382158412161","-0,526308609094242","-1,25392604921576","6,8309252259411","-1,58085064564566","-0,615624713029527","-0,531549606011923","-1,42776093499375","0,149533520029686","-0,226905926895095","-0,884406365699776","1,55405381274533","-0,654552562535736","0,456254660353016","1,50575909267013","-0,301470167306844","-0,301470167306844",#DIV/0!,"-0,139453150726306",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"0,918434346423264","0,015312582900987","-0,309600063801444","-0,356290439156953","1,86060879957846","0,259023664441417","-0,439109198561797","2,48217209607999","-0,321768338391793","-0,389368735465998","-0,508649077595895","-0,29529042112603","0,835886643433853","0,798898915611033","0,339692202380298","-0,650380060791433","-0,126685147597083","-1,002167635602","-1,00812459582256","-1,16900880358827","-1,16900880358827",#DIV/0!,"0,990375808242308",Erro:502,#DIV/0!
Intervalo,0,"1226,44",10008100958,202950706293,"46372,5399999991",878,2132455656,360268083,173868,1132823535,4025997751,2852770199,25,977202241,892517070,2044633645,1008987080,497512027,668190865,961984958,407672,407672,0,"1276,17999999999",0,0
Mínimo,0,"147954,45",15465812324337,134350180560091,"31397270,18",294,4326620701683,422413607713,107910,751694816954,1838934613103,1720156866641,15,258794145603,258827626671,4445194131283,1254545766387,75193740046,698895623726,669742706637,1425949,1425949,0,"116037,99",0,0
Máximo,0,"149180,89",15475820425295,134553131266384,"31443642,72",1172,4328753157339,422773875796,281778,752827640489,1842960610854,1723009636840,40,259771347844,259720143741,4447238764928,1255554753467,75691252073,699563814591,670704691595,1833621,1833621,0,"117314,17",0,0
Soma,0,"1484267,33",154711559454707,1344635898335747,"314230336,6",4800,43275604660397,4226153160579,1448668,7523295780965,18412071545597,17217804373706,292,2592073089819,2591977493333,44461718097487,12551538676099,754487422952,6993320116485,6703347419103,17032059,17032059,0,"1165140,77",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
