,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
,"///148564,64","148564,64",15568834163245,134662325031816,"31471580,92",560,4353048040143,422717619458,226299,753473433136,1844124764538,1724049087624,87,267868618475,267720796342,4479776242058,1256235612621,75515187417,699461236043,670335547651,2894412,2894412,"///148564,64","116659,93",0,45:13.11
,"///148238,54","148238,54",15579639278737,134685367134377,"31475845,6",510,4354780599450,422672572879,199781,753586169145,1844270954535,1724244284996,99,267199979716,267377651816,4478216450449,1256447678985,75642868751,699476162091,670513120368,2905018,2905018,"///148238,54","116324,87",0,45:13.59
,"///148141,16","148141,16",15578379743473,134653639050338,"31467755,92",512,4355086579078,422678268331,225092,753416408917,1844519401034,1724230852999,75,267400616341,267454118683,4478882533582,1256217084315,75548512376,699736266413,670584489333,2906775,2906775,"///148141,16","116232,23",0,45:13.46
,"///147837,22","147837,22",15575123691091,134689728885409,"31477628,62",658,4354130971568,422740650734,250601,753623487849,1845505906730,1724995462355,319,267821662004,267683734286,4478777027114,1256434823633,75614642812,699458362395,670477377989,2874822,2874822,"///147837,22","115918,05",0,45:14.15
,"///149064,71","149064,71",15581460309204,134665098181260,"31470714,58",549,4355456183295,422827200467,210016,753476120101,1843918339178,1723714726399,67,267539371860,267296387437,4478554469907,1256206255008,75430006647,699817243391,670943291230,2914256,2914256,"///149064,71","117153,9",0,45:12.69
,"///148732,04","148732,04",15572596275126,134605524582885,"31457121,83",494,4353832451009,422677574219,194781,753145960562,1843760857489,1723928834439,115,267491895910,267524987660,4477887954950,1256166167060,75477076242,699524341020,670530082627,2945050,2945050,"///148732,04","116833,78",0,45:12.22
,"///148263,65","148263,65",15572586554478,134591462788770,"31454371,76",482,4352922097294,422795695774,185151,753075375104,1842768246160,1722409144206,47,268039268622,267767963309,4479122451395,1255979768881,75340760721,699563275608,670266922741,2925848,2925848,"///148263,65","116382,72",0,45:11.23
,"///148150,35","148150,35",15577910534073,134676437015397,"31474125,08",542,4354599520576,422700185800,204450,753561805231,1845099110784,1724176999721,123,267643527979,267678831246,4478370702883,1256433593915,75618200303,699433023086,670056464244,2864246,2864246,"///148150,35","116245,73",0,45:13.64
,"///148106,77","148106,77",15577013605181,134601796840286,"31456890,75",528,4353945997519,422838217272,180724,753141265337,1843240847552,1723463638711,44,267745003641,267598110132,4478682864357,1256084310500,75760602182,699424776754,670333480699,2917675,2917675,"///148106,77","116217,27",0,45:11.38
,"///149195,34","149195,34",15576611766788,134699464124671,"31479437,74",528,4353980795014,422746402208,196055,753691597169,1845177174039,1724893826755,51,267823158899,267698894378,4478283293149,1256307454305,75746966153,699527958215,670576432931,2867718,2867718,"///149195,34","117269,92",0,45:14.48
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26
Média,#DIV/0!,"148429,442","15576015592139,6",134653084363521,"31468547,28","536,3","4354178323494,6","422739438714,2",207295,"753419162255,1","1844238560203,9","1724010685820,5","102,7","267657310344,7","267580147528,9","4478655398984,4","1256251274922,3","75569482360,4","699542264501,6","670461720981,3",2901582,2901582,#DIV/0!,"116523,84",0,#DIV/0!
Erro padrão,#DIV/0!,"140,624905363326","1197803340,10394","12472644540,799","2919,92686566058","15,5363730931286","259668693,721249","19644362,3321491","6753,24242781857","69957179,2471437","275046989,528614","231909647,568988","25,5760521669089","79530222,5635221","50596354,9481373","168421181,306311","49546624,3024547","42363425,5631287","41889972,2638782","74702804,8184233","8329,96461377038","8329,96461377038",#DIV/0!,"139,485022302276",0,#DIV/0!
Modo,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,528,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,0,#VALOR!
Mediana,#VALOR!,"148251,095","15576812685984,5",134663711606538,"31471147,75",528,4354055883291,422729135096,"202115,5","753474776618,5","1844197859536,5","1724113043672,5",81,267694265810,267638470689,4478618667132,1256226348468,75581577594,"699500251555,5","670495249178,5","2905896,5","2905896,5",#VALOR!,"116353,795",0,#VALOR!
Primeiro quartil,#VALOR!,"148143,4575","15573228129117,3",134617553199748,"31459780,3525","510,5","4353860837636,5","422683747698,25","195099,5","753213572650,75","1843800227911,25",1723768253409,55,"267503764897,5","267471835927,25","4478305145582,5",1256176189047,"75486604035,75",699459080807,670333997437,"2879719,5","2879719,5",#VALOR!,"116235,605",0,#VALOR!
Terceiro quartil,#VALOR!,"148690,19",15578262441123,134683134604632,"31475415,47","547,25","4354735329731,5","422783372382,5",221323,"753580078166,5","1844954183346,5","1724240926996,75",111,"267822784675,25",267695104355,4478856156965,"1256402059012,5",75636701639,"699554446259,75",670564845355,"2916820,25","2916820,25",#VALOR!,"116790,3175",0,#VALOR!
Variância,#DIV/0!,"197753,640084444","1,43473284156416E+019","1,55566861841123E+021","85259729,0080644","2413,78888888889","6,74278304988999E+017",3859009714367586,"456062832,888889","4,89400692821699E+016","7,56508464487533E+017","5,37820846355724E+017","6541,34444444444","6,32505630100336E+016","2,5599911340379E+016","2,83656943126132E+017","2,45486797976859E+016","1,79465982544275E+016","1,75476977626849E+016","5,58050904773945E+016","693883104,666667","693883104,666667",#DIV/0!,"194560,714466665",0,#DIV/0!
Desvio padrão,#DIV/0!,"444,694996693738","3787786743,68576","39441965194,5898","9233,61949660394","49,1303255524415","821144509,199812","62120928,1512083","21355,6276631919","221224025,101637","869774950,482901","733362697,684934","80,878578402717","251496646,120845","159999722,938444","532594539,144115","156680183,168408","133964914,266488","132467723,475135","236231010,829219","26341,6610081192","26341,6610081192",#DIV/0!,"441,090369954577",0,#DIV/0!
Curtose,#DIV/0!,"-0,630199052909397","-0,064397242090314","-1,24632383442113","-1,31696730734848","4,3677122253449","-0,666312580625268","-1,17679103932202","0,414833324837774","-1,2441139751096","-0,663865289837643","1,87143594097812","6,98427610959261","-0,310315050348799","-0,852148481288319","1,19044102148087","-0,715102743732909","-0,570106378677818","1,03265143403545","1,48797989271512","-0,810653708867249","-0,810653708867249",#DIV/0!,"-0,674091620372816",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"0,69067114037671","-0,565216799262473","-0,630623641141219","-0,579254927960691","1,81361786334713","-0,090074433251311","0,569317412204781","0,859782839159857","-0,587909689011508","-0,167404487823643","-0,924759720729571","2,50605237024924","-0,383288988397301","-0,683627001455212","0,837815454004911","-0,195809482340638","-0,142231868314752","1,41950402380821","0,394385431644256","-0,057801185601191","-0,057801185601191",#DIV/0!,"0,630502781423665",Erro:502,#DIV/0!
Intervalo,0,"1358,12",12626145959,108001335901,"25065,9799999967",176,2534086001,165644393,69877,616222065,2737660570,2586318149,275,839288906,471575872,1888287108,467910104,419841461,392466637,886826986,80804,80804,0,"1351,87",0,0
Mínimo,0,"147837,22",15568834163245,134591462788770,"31454371,76",482,4352922097294,422672572879,180724,753075375104,1842768246160,1722409144206,44,267199979716,267296387437,4477887954950,1255979768881,75340760721,699424776754,670056464244,2864246,2864246,0,"115918,05",0,0
Máximo,0,"149195,34",15581460309204,134699464124671,"31479437,74",658,4355456183295,422838217272,250601,753691597169,1845505906730,1724995462355,319,268039268622,267767963309,4479776242058,1256447678985,75760602182,699817243391,670943291230,2945050,2945050,0,"117269,92",0,0
Soma,0,"1484294,42",155760155921396,1346530843635209,"314685472,8",5363,43541783234946,4227394387142,2072950,7534191622551,18442385602039,17240106858205,1027,2676573103447,2675801475289,44786553989844,12562512749223,755694823604,6995422645016,6704617209813,29015820,29015820,0,"1165238,4",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
