,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
Terceiro quartil,#VALOR!,"148379,56","15468742742221,5",134487632272131,"31428605,5425",336,4327303688974,422632226224,"127402,5","752459745883,75","1840992121074,25","1721558612493,75","31,75","259126236173,25","258888148601,75",4445918359434,"1255233162044,75",75519837073,699517766963,"670387879876,5",1771302,1771302,#VALOR!,"116488,6525",0,#VALOR!
Variância,#DIV/0!,"149139,664982225","4,73554830093724E+018","1,61772189488495E+021","95553668,049712","1075,87777777778","3,98106676192999E+017",2913707407252430,"160920738,988889","5,12001488300365E+016","5,64177977773227E+017","4,69272639445182E+017","73,2111111111111","1,00180553056896E+017","5,64771460199958E+016","6,98084829116206E+017","6,15559213456856E+016","3,28217055341265E+016","2,9667214923882E+016","2,94576735443661E+016","51133266155,5111","51133266155,5111",#DIV/0!,"150639,77744",0,#DIV/0!
Desvio padrão,#DIV/0!,"386,186049699138","2176131498,99937","40220913650,5494","9775,15565347744","32,8005758757034","630956952,725778","53978768,1153658","12685,4538345654","226274498,850481","751117818,836184","685034772,43508","8,55634916954136","316513116,721718","237649207,909464","835514709,096259","248104658,04915","181167617,233673","172241733,978389","171632379,067489","226126,659541751","226126,659541751",#DIV/0!,"388,123404911377",0,#DIV/0!
Curtose,#DIV/0!,"-0,929125335793378","2,59201690457476","-0,284079103099316","-0,099025008896676","3,13291943332504","1,82421276296943","-1,3411285317329","0,072631868882038","-0,353081801096876","-2,00195223120915","-1,99018736755445","-0,505521329209112","-0,40151063257651","-1,04623312099383","-0,230764530927309","-1,06279212279699","-1,87423970476676","-1,50583378788741","-1,04231680047873","-2,26425537710799","-2,26425537710799",#DIV/0!,"-0,942940111016849",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"0,432385063238026","1,00451972063604","-0,602389677982208","-0,556152912252709","1,58291157561332","1,48434460010033","0,168292503545715","0,921349359500738","-0,562718170961245","-0,229394184737622","0,348689199211374","-0,845785272909383","-0,396296794503806","0,43626297485577","-0,583702889725688","0,239874793512667","-0,206842466294269","0,255216447873961","0,445503249968027","-0,140534381553672","-0,140534381553672",#DIV/0!,"0,405002420236057",Erro:502,#DIV/0!
Intervalo,0,"1111,55000000002",8281350436,128543890626,"32006,4299999997",114,1975208594,158153737,38032,719735808,1897311038,1639220349,23,971715135,689875890,2542951010,731453936,428681077,471556880,507291471,510835,510835,0,"1118,75999999999",0,0
Mínimo,0,"147722,24",15464572567476,134382782235570,"31402788,76",290,4326754828093,422516018826,109217,751878841679,1839338663084,1720192792310,12,258437643380,258472982715,4443734233764,1254712639711,75118278051,699168759169,670050074503,1264079,1264079,0,"115812,52",0,0
Máximo,0,"148833,79",15472853917912,134511326126196,"31434795,19",404,4328730036687,422674172563,147249,752598577487,1841235974122,1721832012659,35,259409358515,259162858605,4446277184774,1255444093647,75546959128,699640316049,670557365974,1774914,1774914,0,"116931,28",0,0
Soma,0,"1482213,44",154679815874735,1344576381133050,"314212652,56",3261,43273364147619,4225895734278,1224239,7522964809882,18403402886723,17208783563426,261,2589784724140,2587721076083,44452727508701,12550385262939,753476979131,6993706070741,6702569965992,15585508,15585508,0,"1163228,88",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
