,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
Modo,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,240,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,39,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,0,#VALOR!
Mediana,#VALOR!,"12188,295",3561408535671,"8889758882299,5","2111814,525","243,5",643893621695,50823213548,"11301,5",50515327335,117842910826,95227779899,55,"564288781103,5","563676197133,5",804681629121,75720765413,"1678861566,5",42913185554,"37537655159,5","841215,5","841215,5",#VALOR!,"9871,03",0,#VALOR!
Primeiro quartil,#VALOR!,"12124,0075","3560177638209,25","8804886239009,25","2094400,7925",240,"642580092524,25","50708510091,25",10860,50093609608,"116255894178,25","94420920510,75",39,"563853180060,25",563415513187,803179429944,"75190138450,75","1664991715,5",42633707375,37460601303,"839912,5","839912,5",#VALOR!,"9812,3525",0,#VALOR!
Terceiro quartil,#VALOR!,"12257,2825","3563930336750,75",8902472045801,"2113856,4375","261,25",644510215543,"50956808964,25",11626,"50564232083,25","118513389805,5","95714475879,75",77,"564916027316,75","566069401053,5","806615295306,5",75820666823,"1703267435,75","43061012346,75","37583757221,5","852887,5","852887,5",#VALOR!,"9919,7275",0,#VALOR!
Variância,#DIV/0!,"7223,78327222218","6,38728744863619E+019","4,33880613314462E+021","233860454,609682","339,433333333333","2,96306481076921E+018","2,19472436461568E+016","220750,544444444","1,34397927229743E+017","4,3163458335824E+018","1,27366831425791E+018","580,722222222222","2,0186543966614E+018","3,84403470859101E+018","6,60244684163015E+018","2,43145105173605E+017",923522528497636,"1,25504658633117E+017","9,463206447114E+015","235631934,711111","235631934,711111",#DIV/0!,"4051,78164555552",0,#DIV/0!
Desvio padrão,#DIV/0!,"84,9928424764238","7992050705,94287","65869614642,4481","15292,4966767916","18,4237165993546","1721355515,50783","148146021,364587","469,84097782595","366603228,613365","2077581727,29315","1128569144,65083","24,098178815467","1420793579,89168","1960621000,75231","2569522687,5103","493097460,116765","30389513,4626673","354266366,78228","97279013,3950484","15350,3073165038","15350,3073165038",#DIV/0!,"63,6536066971505",0,#DIV/0!
Curtose,#DIV/0!,"-1,23253154166781","6,35570167818628","-0,10847158431257","0,881831913104771","-0,548984214152816","-0,840177074862651","-1,25011203630185","-1,46341827134892","0,854296699184756","0,856272945980935","0,291276804932407","-1,52971791519006","1,38766684294994","-0,179946148481899","-0,753902229792086","-0,393121028473357","-0,277846903812075","0,520253564872981","0,282822939608412","0,495803826721539","0,495803826721539",#DIV/0!,"-1,42088565834531",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"-0,156777747747921","-2,21654566028214","-1,09836488472393","-1,28693467729874","0,123605670963795","-0,387567812298971","0,345411199877729","-0,429351092172497","-1,28655414332324","0,553609799993764","0,217286429042692","0,129278382437929","-0,586117438530955","-0,419721211943011","0,548801425696929","-0,545902165441406","0,397452955930941","0,634812467684028","-1,01581453004415","1,03246904873879","1,03246904873879",#DIV/0!,"-0,022115544347442",Erro:502,#DIV/0!
Intervalo,0,"242,129999999999",30044223879,188522033404,"46972,3599999999",57,4861908610,415675968,1241,1121492217,7261169421,3925669876,69,5035293364,6188958728,7718760833,1600913669,100256053,1156637956,295038966,50348,50348,0,"168,469999999999",0,0
Mínimo,0,"12061,26",3539591473532,8724682110680,"2071351,12",217,641075855416,50646974672,10473,49542984362,114714993654,93383976597,23,561382900702,560522555126,801653086206,74664656665,1639412178,42466239244,37312602396,827853,827853,0,"9785,62",0,0
Máximo,0,"12303,39",3569635697411,8913204144084,"2118323,48",274,645937764026,51062650640,11714,50664476579,121976163075,97309646473,92,566418194066,566711513854,809371847039,76265570334,1739668231,43622877200,37607641362,878201,878201,0,"9954,09",0,0
Soma,0,"121846,35",35605152970374,88552385845180,"21040663,38",2479,6436709612432,508363244333,112149,503260975494,1177490444587,951922069829,575,5643479582279,5642923734158,8051372620674,755602117939,16848265174,429049585739,375103708100,8477564,8477564,0,"98698,97",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
