,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
,"///12344,37","12344,37",3701532993168,9082893405990,"2159897,18",591,680826074386,50857549080,47214,51659263732,122314833099,98549940280,71,573130340154,572395898139,843200288757,77217054440,1937909135,43342479214,37611259788,3443168,3443168,"///12344,37","10050,25",0,3:14.86
,"///12594,78","12594,78",3694176361695,9173121381736,"2177981,35",563,679118905011,50718957527,46789,52096850470,127501825250,101237317944,51,573250538836,572886464463,845474169126,78863019673,1873895728,44349283978,37586550839,3438641,3438641,"///12594,78","10249,13",0,3:19.69
,"///12320,48","12320,48",3711290848173,8998847405971,"2140271,75",637,680476063524,51081616197,46611,51187627064,120744060558,97536589837,43,572472346547,571469454365,842920338341,77085199954,1933802261,43402430704,37692094330,3521943,3521943,"///12320,48","10024,29",0,3:15.16
,"///12338,75","12338,75",3707425015573,9067512523170,"2155839,56",444,678435493808,50841010487,47351,51562999329,121529939624,98067963908,147,571518999841,572432380369,844541709553,77312351750,1911348366,43047535828,37441215809,3495777,3495777,"///12338,75","10036,38",0,3:15.69
,"///12494,68","12494,68",3716812525975,9149332703277,"2170981,82",555,682116327014,50973012319,46551,51926571271,126009599234,100718735747,91,568875296162,569705244493,842539558415,78380259310,1934139168,43984321013,37474251577,3507550,3507550,"///12494,68","10175,53",0,3:17.16
,"///12338,71","12338,71",3703358798673,9049469489848,"2150538,21",609,679510920234,50976909943,46402,51436450385,123265785873,98701796265,71,572661130219,571724392014,843476026813,77805936136,2005273967,43718698187,37589242383,3499602,3499602,"///12338,71","10055,28",0,3:13.82
,"///12460,63","12460,63",3705381102152,9085232273938,"2156297,36",546,681318885426,50872967590,47508,51576893537,124977432094,99546725874,63,572947397467,573450363060,843113321952,77973448697,1919072721,43920786550,37508077412,3466389,3466389,"///12460,63","10141,2",0,3:17.30
,"///12390,51","12390,51",3707771804099,9078586789699,"2157695,99",567,682179112231,51166767581,47568,51604765541,122801027823,98216071803,135,572368648814,571631504155,842696722621,77848931034,1943968677,43921971353,37688128050,3502190,3502190,"///12390,51","10070,38",0,3:17.40
,"///12302,76","12302,76",3686808734235,9010147861517,"2141974,55",627,679754109373,51014457186,47257,51228999364,120893129310,97556467073,99,573682152388,572204894926,842723808322,76923814717,1975675555,43418662611,37814689126,3454322,3454322,"///12302,76","10011,12",0,3:14.71
,"///12442,04","12442,04",3687199841188,9088355883111,"2156606,9",520,678817079287,50976456953,46598,51583944056,123746171922,99273096326,55,572620761585,572172842443,844003388380,77820366838,1943681669,43810534192,37795948041,3469711,3469711,"///12442,04","10111,6",0,3:18.34
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26
Média,#DIV/0!,"12402,771","3702175802493,1","9078349971825,7","2156808,467","565,9","680255297029,4","50947970486,3","46984,9","51586436474,9","123378380478,7","98940470505,7","82,6","572352761201,3","572007343842,7",843468933228,"77723038254,9","1937876724,7",43691670363,"37620145735,5","3479929,3","3479929,3",#DIV/0!,"10092,516",0,#DIV/0!
Erro padrão,#DIV/0!,"29,5788882087659","3149411039,47388","17033323509,8042","3641,684013397","17,8782611632737","423570395,381503","40840983,2762033","138,648432294699","87674051,0965251","704180694,984138","398577580,050488","11,1626360885073","428186054,552328","317341525,593397","297626838,510523","191388941,683263","11167130,8595018","121725032,874373","40356013,4972376","9226,38825934733","9226,38825934733",#DIV/0!,"24,094232468004",0,#DIV/0!
Modo,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,71,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,0,#VALOR!
Mediana,#VALOR!,"12367,44","3704369950412,5","9080740097844,5","2156452,13",565,"680115086448,5",50974734636,"47001,5","51580418796,5",123033406848,"98625868272,5",71,572640945902,"572188868684,5","843156805354,5",77813151487,"1936024151,5","43764616189,5","37600251085,5",3482744,3482744,#VALOR!,"10062,83",0,#VALOR!
Primeiro quartil,#VALOR!,"12338,72","3696015519563,25","9053980248178,5","2151863,5475","548,25","679216908816,75","50861403707,5","46601,25",51468087621,"121726162992,75","98104990881,75",57,"572394573247,25","571654726119,75","842772940826,75","77240878767,5",1922755106,"43406488680,75","37527695768,75","3457338,75","3457338,75",#VALOR!,"10039,8475",0,#VALOR!
Terceiro quartil,#VALOR!,"12455,9825","3707685106967,5","9087574980817,75","2159346,8825","604,5",681195682666,"51005070375,25","47327,5","51645639184,25",124669617051,99478318487,97,"573084604482,25","572423259811,5","843871547988,25","77942319281,25",1943896925,"43921675152,25",37691102760,3501543,3501543,#VALOR!,"10133,8",0,#VALOR!
Variância,#DIV/0!,"8749,1062766667","9,91878989555997E+019","2,90134109789649E+021","132618624,534313","3196,32222222222","1,79411879843643E+018","1,66798591496712E+016","192233,877777778","7,68673923567609E+016","4,95870451188344E+018","1,58864087318903E+018","1246,04444444444","1,83343297313089E+018","1,00705643865945E+018","8,85817350017692E+017","3,66297269986393E+017","1,24704811633238E+015","1,48169836282671E+017","1,62860782538922E+016","851262403,122222","851262403,122222",#DIV/0!,"5805,3203822222",0,#DIV/0!
Desvio padrão,#DIV/0!,"93,5366573951983","9959312172,81593","53864098413,4747","11516,0160009577","56,5360258792765","1339447198,82361","129150529,033648","438,444840062895","277249693,159002","2226814880,47018","1260412977,23763","35,2993547312758","1354043194,70646","1003522017,02775","941178702,48837","605224974,68825","35313568,4451796","384928352,141891","127616919,935768","29176,4014765739","29176,4014765739",#DIV/0!,"76,1926530724728",0,#DIV/0!
Curtose,#DIV/0!,"0,323493431366724","-0,68314353382852","0,026065224556813","0,204556557266479","1,40216066618602","-1,33112802343595","0,063262886552952","-1,911900533423","0,219303456809405","-0,407532481313774","-0,325554795334758","-0,257471411745046","5,46459008233425","2,80286161258919","0,972178381799866","-0,195771829107433","1,28224556666248","-0,365817354480279","-0,98711611795179","-1,51926507179192","-1,51926507179192",#DIV/0!,"0,42518202508039",#DIV/0!,#DIV/0!
