,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
,"///16303,16","16303,16",6918656460749,11081198803562,"2683135,01",792,1159986486553,85417155437,53066,64190805185,145774209351,114552492664,27,1051650957177,1052175862401,1688972180270,76694461204,1798258484,41576932924,34471064000,2961350,2961350,"///16303,16","13501,32",0,4:03.67
,"///15597,80","15597,8",6930415628401,10902794490993,"2709759,81",545,1161185173679,84983325434,44532,64820740490,144588486158,114398701986,147,1054163338564,1053372090535,1692269477917,75889730483,1792898206,40890365890,34257455112,2975163,2975163,"///15597,80","12783,04",0,4:04.92
,"///15651,90","15651,9",6921428472198,10871517417898,"2707704,84",830,1160866041560,85434160688,49815,64768132194,144225610642,114526176015,51,1054810991577,1054437408117,1691577512039,75711057211,1783201894,40902532140,34421373047,3040358,3040358,"///15651,90","12814,27",0,4:06.98
,"///15652,41","15652,41",6910817896903,10958175739556,"2723256,19",529,1158898244354,85424207414,45015,65142042751,146197693520,114722709663,75,1054934968217,1054772256822,1693217160385,76965872705,1805679360,41602147409,34560401886,3095614,3095614,"///15652,41","12826,2",0,4:05.98
,"///15569,28","15569,28",6921024855367,10871570874553,"2700925,88",566,1159317032958,85273086586,44343,64607444126,143966446886,114261161818,67,1052515679537,1052024434230,1692830459770,75726809745,1806698415,40946329608,34464584210,2990735,2990735,"///15569,28","12757,05",0,4:04.68
,"///15581,62","15581,62",6911529608825,10907440748978,"2710876,76",544,1158866277493,85021090351,44244,64841629358,145404953552,114847998858,107,1053487431748,1054062521581,1692656642798,75964270803,1840803524,41144319181,34519634057,3023266,3023266,"///15581,62","12765,65",0,4:05.01
,"///15686,20","15686,2",6916316588730,10977943362373,"2727129,44",499,1159528724763,85070046670,44782,65229199380,147434555197,114765580403,63,1056304022302,1055064882683,1691183238362,77197088062,1812034289,42022341388,34679980212,2958816,2958816,"///15686,20","12844,85",0,4:07.45
,"///15659,23","15659,23",6916590217082,10949902083195,"2719846,49",537,1161665820860,85119499780,44279,65057499473,146379135309,114889696600,59,1052052456374,1051451409940,1690292596994,77030688592,1788991392,41847025539,34679577640,3007750,3007750,"///15659,23","12824,94",0,4:06.77
,"///15548,97","15548,97",6907236370623,10890069822664,"2705998,74",676,1157307852438,85352182698,43550,64728516731,143741053928,114382034319,95,1056459678574,1055202713989,1693100719352,75407159704,1784628539,40809569588,34627147851,3044576,3044576,"///15548,97","12728,25",0,4:05.48
,"///15637,10","15637,1",6929579820514,10954478218762,"2720625,24",684,1162289724021,85355807807,44499,65075866860,145751431457,115269968122,47,1053685537629,1055148185180,1690020304885,76403977479,1859318744,41316287323,34443236188,2940637,2940637,"///15637,10","12803,21",0,4:06.73
