,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
Primeiro quartil,#VALOR!,"33068,265","11127185373848,8",26165732089074,"6117782,7175","230,75","1953299116586,25","187388944076,5",23991,"146381756587,75","328654557291,25",255466667652,19,"1919598027674,5","1919658844022,25","2482271996632,75","232812542117,75","2914746510,5","133763540648,75","111604895372,25",648636,648636,#VALOR!,"26653,905",0,#VALOR!
Terceiro quartil,#VALOR!,"33131,11","11135743932434,5",26192604313216,"6124584,1925",246,"1953931330400,75","187596231470,5",41878,146544327082,"331361548693,5",256428916747,27,"1921436584797,25",1921388623850,"2482627948414,25","234755586290,5","2940104272,75",134482898944,111801175719,"683583,75","683583,75",#VALOR!,"26714,2175",0,#VALOR!
Variância,#DIV/0!,"6999,0028444445","7,02649256614928E+019","1,74227463302014E+021","93060819,330269","204,222222222222","1,00733346503232E+018","4,07677812180662E+016","85405609,3444444","5,35143834174914E+016","2,71040650216942E+018","9,74811814842191E+017","30,0444444444444","1,85545633298979E+018","1,4810791809409E+018","1,24824853862182E+018","2,37358831682987E+018",193176770250842,"7,66448650744995E+017","3,07145166677887E+016","695137032,766667","695137032,766667",#DIV/0!,"5610,53651555548",0,#DIV/0!
Desvio padrão,#DIV/0!,"83,6600432969318","8382417650,14681","41740563400,8472","9646,8035809935","14,290634073484","1003660034,58956","201910329,646767","9241,51553287903","231331760,50316","1646331224,92693","987325587,049273","5,48128127762519","1362151361,99682","1216995965,86879","1117250436,84118","1540645422,16237","13898804,6338828","875470531,054584","175255575,283038","26365,4514993896","26365,4514993896",#DIV/0!,"74,9035147076256",0,#DIV/0!
Curtose,#DIV/0!,"-0,192154894493633","-0,372878585300962","5,50934292647991","5,44681736427324","0,796182911257193","1,91893290567112","0,215603519362799","-2,22924304067296","5,39484120993694","-1,46228522863553","3,41391752348559","-1,16907671300024","-0,743501598332928","-0,841011481049815","7,7472825440171","-0,598683429923481","-1,72703071107244","0,185749853626342","0,753451683090328","0,46073055277311","0,46073055277311",#DIV/0!,"-0,436267767155172",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"0,475873941051911","-0,529811981310932","2,06660845658493","2,05798867960703","-0,645316391566147","-1,44087546233021","-0,294073573061777","0,448772069492008","2,05106130930507","0,270351887174179","1,69699786045325","-0,103634042572656","-0,279795300478837","-0,018081515705948","2,65263616369211","-0,124353882902321","-0,498828874883675","0,012027198655196","0,339865741623455","-1,17408211069811","-1,17408211069811",#DIV/0!,"0,337658024500691",Erro:502,#DIV/0!
Intervalo,0,"258,93",26154772254,152456987236,"35215,3799999999",50,3397654691,702263823,19551,841701031,4388155066,3429397099,16,4340729935,3828072985,3906905981,4951139896,35601376,2984799307,636535657,79792,79792,0,"219,989999999998",0,0
Mínimo,0,"32992,55",11116805436561,26141180826401,"6112266,18",207,1951104055864,187151353485,23254,146249379317,327780140821,255012000653,15,1918398912242,1918848726775,2481828476103,231133421669,2906233710,132526463718,111382963066,610705,610705,0,"26586,81",0,0
Máximo,0,"33251,48",11142960208815,26293637813637,"6147481,56",257,1954501710555,187853617308,42805,147091080348,332168295887,258441397752,31,1922739642177,1922676799760,2485735382084,236084561565,2941835086,135511263025,112019498723,690497,690497,0,"26806,8",0,0
Soma,0,"331067,4",111310227748872,261866302900354,"61227888,74",2360,19533324780538,1875078791856,315573,1464997103948,3298503986873,2560659846545,226,19206897901921,19206879713827,24826974857392,2336814109654,29280520682,1340946654905,1116841663233,6653989,6653989,0,"266896,54",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
