,power/energy-pkg/,power/energy-pkg/,instructions,cycles,cpu-clock,cpu-migrations,branches,branch-misses,context-switches,bus-cycles,cache-references,cache-misses,mem-loads,mem-stores,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,power/energy-pkg/,power/energy-cores/,power/energy-gpu/,runtime
Modo,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,43,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,#VALOR!,0,#VALOR!
Mediana,#VALOR!,"46447,795","20936028343290,5",34652156070725,"8294731,29","418,5",3539852352604,"318437911472,5","48994,5",198445858578,"471205251800,5",330041645823,63,3569106942554,"3569055077623,5","4996486584937,5","259731210523,5","2657751939,5","140087989757,5",99641136878,"2701178,5","2701178,5",#VALOR!,"38065,565",0,#VALOR!
Primeiro quartil,#VALOR!,"46304,085",20917128118492,"34533527077942,3","8272171,825","410,5",3538588733025,"318267150832,25","48779,25","197903888817,5","462178194271,75","329712654937,25",48,"3566804409222,75","3566751289942,75",4994989565204,"251765895803,5","2635064691,25","137063740547,5","99356566738,75","2674039,5","2674039,5",#VALOR!,"37946,27",0,#VALOR!
Terceiro quartil,#VALOR!,"46488,4375",20945926772054,"34702167932178,5","8300328,785",433,"3541373897914,5","318636637655,25","49816,5","198577311671,25","475210167476,75","330302303012,75",80,"3569399848177,5","3570592165733,75","4997259731018,5","261938019287,75","2666644356,25",142082287792,"99964706144,5",2718512,2718512,#VALOR!,"38090,84",0,#VALOR!
Variância,#DIV/0!,"57996,9939877781","2,86815174471654E+020","3,52216851180876E+022","1892123882,75429","6957,55555555556","2,55644781333705E+018","8,8176140372038E+016","103274849,122222","1,08785663292733E+018","3,04291730598568E+020","2,19844276365353E+017","1454,22222222222","5,23545359063331E+018","1,0899793427226E+019","5,21353645945387E+018","2,17521080759833E+020","1,31156176926434E+015","5,01860904618757E+019","1,45140914412672E+017","2493537317,28889","2493537317,28889",#DIV/0!,"40199,3560722224",0,#DIV/0!
Desvio padrão,#DIV/0!,"240,825650601796","16935618514,588","187674412528,953","43498,5503523311","83,4119629043434","1598889556,32872","296944675,608164","10162,4233882584","1043003659,11502","17443959716,7205","468875544,644155","38,1342657228669","2288111358,87948","3301483519,15105","2283316986,19659","14748595891,1292","36215490,7362077","7084214173,91341","380973640,049639","49935,3313525493","49935,3313525493",#DIV/0!,"200,497770741279",0,#DIV/0!
Curtose,#DIV/0!,"0,659807646814409","-1,53980876165459","0,35070099256809","1,0760272500494","8,80220334290977","-1,66180914480412","0,325933571522006","3,14207759185828","1,06234925804168","0,758130960918659","0,523502397500707","0,487470184898463","1,71921679747193","1,52455749623818","-0,193419600195283","0,89258010868182","2,61672345427481","0,955354219630532","-1,04620678396739","0,793521288750601","0,793521288750601",#DIV/0!,"0,810231266348779",#DIV/0!,#DIV/0!
Inclinação,#DIV/0!,"-1,43526419736988","-0,408819778730167","-1,26708057147455","-1,56436596309592","2,89847660107876","0,352120977048714","0,342672184824919","2,01903875786954","-1,56084475500287","-1,47912175758474","0,601453616128717","1,32718556354467","0,98735347978844","0,948340798153107","-0,189265417471394","-1,538395626454","1,2384547991559","-1,5120183843571","0,370656327175313","0,4505563359315","0,4505563359315",#DIV/0!,"-1,48414950973141",Erro:502,#DIV/0!
Intervalo,0,"669,360000000001",46966458197,534710878284,"121087,5",289,4094144102,1042671487,30017,2904750274,46995549821,1605381745,104,7545690737,11378538115,7425729297,40091408279,131894391,19772909671,1079949911,179059,179059,0,"560,730000000003",0,0
Mínimo,0,"45873,18",20905290253889,34220896860840,"8185957,82",385,3538320845159,317993273248,47427,195841638053,429901566426,329379020787,43,3566310875580,3564836267287,4992314513035,223676080103,2610346225,123203750273,99270940448,2620699,2620699,0,"37573,84",0,0
Máximo,0,"46542,54",20952256712086,34755607739124,"8307045,32",674,3542414989261,319035944735,77444,198746388327,476897116247,330984402532,147,3573856566317,3576214805402,4999740242332,263767488382,2742240616,142976659944,100350890359,2799758,2799758,0,"38134,57",0,0
Soma,0,"463411,19",209320819967559,345749581914718,"82744940,66",4420,35400727619553,3184713510904,534797,1979604854233,4637207732777,3300445046405,750,35688201442418,35690277938756,49963174226915,2529249107588,26592703620,1374285874070,997030959610,27030822,27030822,0,"379706,15",0,0
Contagem,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0
